uid,variant_number,active_mins,dt,avg_active_mins
42391,1,15.0,6,2.5
42392,1,507.0,52,9.75
42393,1,22.0,3,7.333333333333333
42394,1,117.0,25,4.68
42395,1,114.0,14,8.142857142857142
42396,1,53.0,15,3.533333333333333
42397,1,6.0,3,2.0
42398,1,48.0,7,6.857142857142857
42399,1,19.0,3,6.333333333333333
42400,1,32.0,5,6.4
42401,1,57.0,17,3.3529411764705883
42402,1,8.0,2,4.0
42403,1,39.0,10,3.9
42404,1,34.0,9,3.7777777777777777
42405,1,26.0,7,3.7142857142857144
42406,1,1.0,1,1.0
42407,1,4.0,1,4.0
42408,1,83.0,14,5.928571428571429
42409,1,56.0,19,2.9473684210526314
42410,1,247.0,43,5.744186046511628
42411,1,27.0,6,4.5
42412,1,169.0,24,7.041666666666667
42413,1,38.0,4,9.5
42414,1,93.0,19,4.894736842105263
42415,1,3.0,1,3.0
42416,1,54.0,21,2.5714285714285716
42417,1,168.0,27,6.222222222222222
42418,1,47.0,8,5.875
42419,1,23.0,4,5.75
42420,1,12.0,4,3.0
42421,1,48.0,14,3.4285714285714284
42423,1,520.0,35,14.857142857142858
42424,1,36.0,10,3.6
42426,1,54.0,11,4.909090909090909
42427,1,1.0,1,1.0
42428,1,280.0,21,13.333333333333334
42429,1,143.0,18,7.944444444444445
42430,1,999.0,70,14.271428571428572
42431,1,249.0,16,15.5625
42432,1,133.0,24,5.541666666666667
42433,1,83.0,14,5.928571428571429
42434,1,888.0,47,18.893617021276597
42435,1,13.0,3,4.333333333333333
42436,1,12.0,1,12.0
42437,1,145.0,18,8.055555555555555
42438,1,103.0,19,5.421052631578948
42439,1,69.0,7,9.857142857142858
42440,1,81.0,19,4.2631578947368425
42441,1,71.0,10,7.1
42442,1,109.0,26,4.1923076923076925
42443,1,15.0,5,3.0
42444,1,69.0,9,7.666666666666667
42445,1,10.0,2,5.0
42446,1,83.0,16,5.1875
42447,1,84.0,18,4.666666666666667
42448,1,43.0,9,4.777777777777778
42449,1,44.0,4,11.0
42450,1,5.0,2,2.5
42451,1,2.0,2,1.0
42452,1,3.0,1,3.0
42453,1,234.0,23,10.173913043478262
42454,1,8.0,2,4.0
42455,1,199.0,21,9.476190476190476
42457,1,692.0,42,16.476190476190474
42458,1,23.0,8,2.875
42459,1,47.0,6,7.833333333333333
42460,1,204.0,29,7.0344827586206895
42461,1,4.0,1,4.0
42462,1,9.0,1,9.0
42463,1,496.0,36,13.777777777777779
42464,1,219.0,29,7.551724137931035
42465,1,127.0,24,5.291666666666667
42466,1,17.0,6,2.8333333333333335
42467,1,143.0,16,8.9375
42468,1,1.0,1,1.0
42469,1,106.0,14,7.571428571428571
42470,1,27.0,9,3.0
42471,1,54.0,9,6.0
42472,1,86.0,12,7.166666666666667
42473,1,21.0,4,5.25
42474,1,51.0,13,3.923076923076923
42475,1,129.0,28,4.607142857142857
42477,1,23.0,4,5.75
42478,1,22.0,9,2.4444444444444446
42479,1,598.0,37,16.16216216216216
42480,1,260.0,28,9.285714285714286
42481,1,18.0,7,2.5714285714285716
42482,1,273.0,16,17.0625
42483,1,236.0,21,11.238095238095237
42484,1,6.0,4,1.5
42485,1,137.0,16,8.5625
42486,1,18.0,2,9.0
42487,1,268.0,21,12.761904761904763
42488,1,41.0,10,4.1
42489,1,26.0,7,3.7142857142857144
42491,1,34.0,7,4.857142857142857
42493,1,14.0,1,14.0
42494,1,70.0,11,6.363636363636363
42495,1,76.0,7,10.857142857142858
42496,1,71.0,16,4.4375
42497,1,46.0,8,5.75
42499,1,99.0,9,11.0
42500,1,388.0,29,13.379310344827585
42502,1,70.0,15,4.666666666666667
42503,1,43.0,5,8.6
42504,1,170.0,32,5.3125
42505,1,42.0,7,6.0
42506,1,824.0,54,15.25925925925926
42507,1,12.0,5,2.4
42508,1,164.0,9,18.22222222222222
42510,1,21.0,10,2.1
42511,1,317.0,56,5.660714285714286
42512,1,1.0,1,1.0
42513,1,28.0,9,3.111111111111111
42514,1,348.0,35,9.942857142857143
42515,1,267.0,41,6.512195121951219
42516,1,21.0,7,3.0
42517,1,11.0,2,5.5
42518,1,173.0,33,5.242424242424242
42519,1,791.0,55,14.381818181818181
42520,1,39.0,5,7.8
42522,1,145.0,11,13.181818181818182
42523,1,85.0,13,6.538461538461538
42524,1,165.0,32,5.15625
42525,1,515.0,26,19.807692307692307
42526,1,49.0,7,7.0
42527,1,11.0,4,2.75
42528,1,35.0,9,3.888888888888889
42529,1,618.0,59,10.474576271186441
42530,1,393.0,56,7.017857142857143
42531,1,126.0,31,4.064516129032258
42532,1,592.0,39,15.179487179487179
42534,1,47.0,9,5.222222222222222
42535,1,18.0,3,6.0
42536,1,32.0,9,3.5555555555555554
42537,1,18.0,4,4.5
42538,1,111.0,21,5.285714285714286
42539,1,6.0,4,1.5
42540,1,137.0,21,6.523809523809524
42541,1,598.0,48,12.458333333333334
42543,1,25.0,5,5.0
42544,1,92.0,6,15.333333333333334
42545,1,558.0,64,8.71875
42546,1,72.0,17,4.235294117647059
42548,1,6.0,2,3.0
42549,1,31.0,4,7.75
42551,1,56.0,5,11.2
42552,1,132.0,22,6.0
42553,1,471.0,27,17.444444444444443
42554,1,140.0,11,12.727272727272727
42555,1,38.0,3,12.666666666666666
42556,1,7.0,2,3.5
42557,1,366.0,50,7.32
42558,1,58.0,14,4.142857142857143
42559,1,89.0,20,4.45
42560,1,491.0,36,13.63888888888889
42561,1,30.0,5,6.0
42562,1,134.0,12,11.166666666666666
42563,1,192.0,28,6.857142857142857
42564,1,9.0,6,1.5
42565,1,37.0,5,7.4
42566,1,22.0,8,2.75
42567,1,840.0,43,19.53488372093023
42568,1,370.0,54,6.851851851851852
42569,1,14.0,3,4.666666666666667
42570,1,4.0,3,1.3333333333333333
42571,1,71.0,14,5.071428571428571
42572,1,376.0,24,15.666666666666666
42573,1,204.0,34,6.0
42574,1,100.0,22,4.545454545454546
42575,1,35.0,8,4.375
42576,1,18.0,3,6.0
42577,1,7.0,2,3.5
42578,1,518.0,50,10.36
42579,1,35.0,8,4.375
42580,1,30.0,7,4.285714285714286
42581,1,11.0,2,5.5
42582,1,31.0,9,3.4444444444444446
42583,1,1.0,1,1.0
42584,1,55.0,7,7.857142857142857
42585,1,753.0,64,11.765625
42586,1,17.0,4,4.25
42587,1,253.0,23,11.0
42588,1,2.0,1,2.0
42589,1,20.0,8,2.5
42590,1,106.0,13,8.153846153846153
42591,1,527.0,41,12.853658536585366
42592,1,56.0,12,4.666666666666667
42593,1,3.0,1,3.0
42594,1,25.0,4,6.25
42595,1,508.0,41,12.390243902439025
42596,1,291.0,36,8.083333333333334
42597,1,129.0,24,5.375
42598,1,392.0,45,8.71111111111111
42599,1,42.0,8,5.25
42600,1,1.0,1,1.0
42601,1,20.0,6,3.3333333333333335
42602,1,404.0,44,9.181818181818182
42603,1,257.0,37,6.945945945945946
42605,1,25.0,7,3.5714285714285716
42606,1,49.0,14,3.5
42607,1,11.0,3,3.6666666666666665
42608,1,190.0,32,5.9375
42609,1,46.0,13,3.5384615384615383
42610,1,34.0,11,3.090909090909091
42611,1,324.0,30,10.8
42612,1,101.0,10,10.1
42614,1,36.0,12,3.0
42616,1,1.0,1,1.0
42617,1,13.0,1,13.0
42618,1,349.0,54,6.462962962962963
42619,1,726.0,41,17.70731707317073
42620,1,10.0,1,10.0
42621,1,15.0,2,7.5
42622,1,24.0,1,24.0
42623,1,546.0,56,9.75
42624,1,40.0,5,8.0
42625,1,8.0,4,2.0
42626,1,89.0,14,6.357142857142857
42627,1,304.0,37,8.216216216216216
42628,1,32.0,6,5.333333333333333
42629,1,1.0,1,1.0
42630,1,7.0,3,2.3333333333333335
42632,1,26.0,4,6.5
42633,1,78.0,9,8.666666666666666
42634,1,155.0,30,5.166666666666667
42635,1,444.0,35,12.685714285714285
42636,1,34.0,6,5.666666666666667
42637,1,27.0,5,5.4
42638,1,667.0,41,16.26829268292683
42639,1,1074.0,50,21.48
42640,1,32.0,3,10.666666666666666
42641,1,21.0,3,7.0
42642,1,11.0,4,2.75
42643,1,88.0,13,6.769230769230769
42644,1,378.0,48,7.875
42645,1,147.0,10,14.7
42646,1,9.0,2,4.5
42648,1,19.0,6,3.1666666666666665
42650,1,137.0,22,6.2272727272727275
42652,1,173.0,20,8.65
42653,1,258.0,36,7.166666666666667
42654,1,276.0,35,7.885714285714286
42655,1,158.0,36,4.388888888888889
42656,1,13.0,2,6.5
42657,1,16.0,5,3.2
42658,1,54.0,9,6.0
42659,1,48.0,12,4.0
42660,1,6.0,2,3.0
42661,1,18.0,7,2.5714285714285716
42662,1,36.0,5,7.2
42663,1,589.0,60,9.816666666666666
42665,1,424.0,43,9.86046511627907
42666,1,780.0,35,22.285714285714285
42667,1,136.0,20,6.8
42668,1,21.0,4,5.25
42669,1,600.0,64,9.375
42670,1,87.0,8,10.875
42671,1,13.0,1,13.0
42672,1,80.0,11,7.2727272727272725
42673,1,15.0,3,5.0
42674,1,34.0,7,4.857142857142857
42675,1,333.0,22,15.136363636363637
42676,1,615.0,28,21.964285714285715
42677,1,9.0,3,3.0
42678,1,68.0,18,3.7777777777777777
42679,1,44.0,6,7.333333333333333
42680,1,43.0,4,10.75
42684,1,25.0,9,2.7777777777777777
42685,1,26.0,7,3.7142857142857144
42686,1,52.0,16,3.25
42687,1,51.0,14,3.642857142857143
42688,1,5.0,1,5.0
42689,1,26.0,6,4.333333333333333
42690,1,216.0,25,8.64
42691,1,247.0,24,10.291666666666666
42692,1,7.0,3,2.3333333333333335
42693,1,161.0,39,4.128205128205129
42694,1,351.0,41,8.560975609756097
42695,1,34.0,12,2.8333333333333335
42696,1,178.0,15,11.866666666666667
42697,1,7.0,2,3.5
42699,1,580.0,33,17.575757575757574
42700,1,88.0,9,9.777777777777779
42701,1,166.0,16,10.375
42702,1,32.0,6,5.333333333333333
42703,1,107.0,20,5.35
42704,1,282.0,9,31.333333333333332
42705,1,438.0,40,10.95
42706,1,631.0,69,9.144927536231885
42707,1,149.0,11,13.545454545454545
42708,1,223.0,35,6.371428571428571
42709,1,25.0,7,3.5714285714285716
42710,1,15.0,5,3.0
42712,1,2.0,2,1.0
42713,1,35.0,13,2.6923076923076925
42714,1,83.0,12,6.916666666666667
42716,1,30.0,5,6.0
42717,1,22.0,8,2.75
42718,1,190.0,21,9.047619047619047
42719,1,235.0,30,7.833333333333333
42720,1,48.0,14,3.4285714285714284
42722,1,42.0,8,5.25
42723,1,55.0,7,7.857142857142857
42724,1,46.0,14,3.2857142857142856
42725,1,415.0,61,6.80327868852459
42727,1,50.0,16,3.125
42728,1,128.0,25,5.12
42729,1,57.0,13,4.384615384615385
42730,1,12.0,3,4.0
42731,1,237.0,43,5.511627906976744
42732,1,38.0,7,5.428571428571429
42733,1,22.0,6,3.6666666666666665
42734,1,85.0,14,6.071428571428571
42735,1,12.0,5,2.4
42736,1,28.0,4,7.0
42737,1,5.0,2,2.5
42738,1,4.0,2,2.0
42739,1,217.0,34,6.382352941176471
42740,1,105.0,12,8.75
42741,1,7.0,3,2.3333333333333335
42742,1,60.0,10,6.0
42743,1,98.0,19,5.157894736842105
42744,1,24.0,9,2.6666666666666665
42745,1,56.0,14,4.0
42746,1,28.0,9,3.111111111111111
42747,1,14.0,2,7.0
42748,1,770.0,51,15.098039215686274
42749,1,55.0,13,4.230769230769231
42750,1,37.0,16,2.3125
42751,1,193.0,39,4.948717948717949
42752,1,84.0,16,5.25
42753,1,32.0,10,3.2
42754,1,25.0,5,5.0
42755,1,869.0,72,12.069444444444445
42756,1,226.0,39,5.794871794871795
42757,1,93.0,13,7.153846153846154
42758,1,15.0,4,3.75
42761,1,1.0,1,1.0
42762,1,47.0,17,2.764705882352941
42763,1,922.0,62,14.870967741935484
42764,1,29.0,7,4.142857142857143
42765,1,776.0,48,16.166666666666668
42766,1,774.0,66,11.727272727272727
42767,1,49.0,11,4.454545454545454
42768,1,164.0,16,10.25
42769,1,63.0,17,3.7058823529411766
42770,1,350.0,52,6.730769230769231
42771,1,104.0,12,8.666666666666666
42772,1,31.0,7,4.428571428571429
42773,1,215.0,46,4.673913043478261
42774,1,26.0,4,6.5
42776,1,94.0,21,4.476190476190476
42779,1,29.0,5,5.8
42780,1,92.0,10,9.2
42781,1,20.0,5,4.0
42782,1,235.0,28,8.392857142857142
42783,1,16.0,4,4.0
42784,1,13.0,5,2.6
42785,1,10.0,3,3.3333333333333335
42786,1,46.0,5,9.2
42787,1,547.0,50,10.94
42788,1,16.0,5,3.2
42789,1,283.0,33,8.575757575757576
42790,1,34.0,7,4.857142857142857
42791,1,19.0,5,3.8
42792,1,124.0,20,6.2
42793,1,43.0,5,8.6
42794,1,28.0,8,3.5
42796,1,39.0,11,3.5454545454545454
42797,1,385.0,30,12.833333333333334
42798,1,9.0,4,2.25
42799,1,19.0,4,4.75
42800,1,72.0,15,4.8
42801,1,33.0,7,4.714285714285714
42802,1,14.0,2,7.0
42805,1,81.0,12,6.75
42806,1,7.0,3,2.3333333333333335
42807,1,26.0,9,2.888888888888889
42808,1,5.0,1,5.0
42809,1,41.0,11,3.727272727272727
42810,1,396.0,37,10.702702702702704
42811,1,4.0,1,4.0
42812,1,37.0,13,2.8461538461538463
42813,1,29.0,9,3.2222222222222223
42814,1,10.0,2,5.0
42815,1,376.0,42,8.952380952380953
42816,1,22.0,5,4.4
42818,1,71.0,4,17.75
42820,1,1.0,1,1.0
42821,1,34.0,5,6.8
42822,1,636.0,38,16.736842105263158
42823,1,6.0,1,6.0
42824,1,117.0,21,5.571428571428571
42825,1,68.0,12,5.666666666666667
42826,1,26.0,7,3.7142857142857144
42827,1,585.0,56,10.446428571428571
42828,1,393.0,49,8.020408163265307
42829,1,36.0,4,9.0
42830,1,14.0,4,3.5
42831,1,583.0,41,14.21951219512195
42832,1,5.0,1,5.0
42833,1,3.0,1,3.0
42834,1,14.0,5,2.8
42835,1,5.0,2,2.5
42836,1,16.0,8,2.0
42837,1,742.0,54,13.74074074074074
42838,1,629.0,58,10.844827586206897
42839,1,78.0,13,6.0
42841,1,48.0,7,6.857142857142857
42842,1,27.0,4,6.75
42843,1,215.0,19,11.31578947368421
42844,1,46.0,15,3.066666666666667
42845,1,33.0,12,2.75
42846,1,10.0,4,2.5
42847,1,53.0,14,3.7857142857142856
42848,1,99.0,15,6.6
42849,1,263.0,12,21.916666666666668
42850,1,88.0,12,7.333333333333333
42851,1,47.0,7,6.714285714285714
42852,1,108.0,23,4.695652173913044
42853,1,331.0,21,15.761904761904763
42854,1,414.0,36,11.5
42855,1,90.0,8,11.25
42856,1,11.0,6,1.8333333333333333
42857,1,14.0,5,2.8
42858,1,163.0,24,6.791666666666667
42859,1,18.0,8,2.25
42860,1,45.0,12,3.75
42861,1,413.0,38,10.868421052631579
42862,1,1201.0,83,14.46987951807229
42864,1,12.0,4,3.0
42865,1,13.0,4,3.25
42866,1,29.0,6,4.833333333333333
42867,1,370.0,20,18.5
42868,1,48.0,9,5.333333333333333
42869,1,171.0,23,7.434782608695652
42870,1,144.0,25,5.76
42871,1,111.0,11,10.090909090909092
42872,1,43.0,9,4.777777777777778
42873,1,5.0,1,5.0
42875,1,3.0,2,1.5
42876,1,123.0,26,4.730769230769231
42879,1,464.0,40,11.6
42880,1,111.0,24,4.625
42881,1,6.0,3,2.0
42882,1,14.0,6,2.3333333333333335
42884,1,93.0,17,5.470588235294118
42885,1,673.0,55,12.236363636363636
42886,1,107.0,13,8.23076923076923
42887,1,140.0,16,8.75
42888,1,135.0,27,5.0
42889,1,486.0,60,8.1
42890,1,88.0,7,12.571428571428571
42891,1,239.0,41,5.829268292682927
42892,1,507.0,44,11.522727272727273
42893,1,134.0,18,7.444444444444445
42894,1,2.0,1,2.0
42895,1,26.0,5,5.2
42896,1,275.0,56,4.910714285714286
42897,1,578.0,41,14.097560975609756
42898,1,1141.0,83,13.74698795180723
42899,1,71.0,6,11.833333333333334
42900,1,2.0,1,2.0
42901,1,332.0,31,10.709677419354838
42902,1,8.0,3,2.6666666666666665
42903,1,98.0,11,8.909090909090908
42904,1,9.0,3,3.0
42905,1,29.0,7,4.142857142857143
42906,1,319.0,15,21.266666666666666
42907,1,42.0,8,5.25
42908,1,89.0,27,3.2962962962962963
42909,1,6.0,1,6.0
42910,1,50.0,15,3.3333333333333335
42911,1,22.0,5,4.4
42912,1,308.0,26,11.846153846153847
42913,1,82.0,21,3.9047619047619047
42914,1,259.0,32,8.09375
42915,1,27.0,3,9.0
42918,1,20.0,8,2.5
42919,1,100.0,15,6.666666666666667
42920,1,19.0,6,3.1666666666666665
42921,1,541.0,53,10.20754716981132
42922,1,9.0,2,4.5
42923,1,153.0,23,6.6521739130434785
42924,1,74.0,12,6.166666666666667
42925,1,126.0,26,4.846153846153846
42926,1,199.0,27,7.37037037037037
42927,1,24.0,6,4.0
42928,1,638.0,35,18.228571428571428
42929,1,114.0,29,3.9310344827586206
42931,1,1016.0,59,17.220338983050848
42932,1,12.0,2,6.0
42933,1,74.0,9,8.222222222222221
42934,1,66.0,14,4.714285714285714
42935,1,72.0,10,7.2
42936,1,26.0,7,3.7142857142857144
42937,1,252.0,33,7.636363636363637
42938,1,7.0,1,7.0
42939,1,23.0,8,2.875
42940,1,5.0,1,5.0
42941,1,28.0,5,5.6
42942,1,335.0,41,8.170731707317072
42943,1,7.0,2,3.5
42944,1,130.0,24,5.416666666666667
42945,1,356.0,37,9.621621621621621
42946,1,8.0,5,1.6
42947,1,21.0,6,3.5
42948,1,52.0,11,4.7272727272727275
42949,1,8.0,2,4.0
42950,1,57.0,15,3.8
42951,1,128.0,30,4.266666666666667
42952,1,31.0,8,3.875
42953,1,62.0,11,5.636363636363637
42954,1,285.0,34,8.382352941176471
42955,1,52.0,7,7.428571428571429
42956,1,14.0,5,2.8
42957,1,40.0,8,5.0
42958,1,58.0,8,7.25
42959,1,15.0,2,7.5
42960,1,18.0,5,3.6
42962,1,7.0,5,1.4
42963,1,80.0,10,8.0
42964,1,49.0,3,16.333333333333332
42965,1,47.0,13,3.6153846153846154
42969,1,66.0,11,6.0
42970,1,145.0,21,6.904761904761905
42971,1,47.0,9,5.222222222222222
42972,1,108.0,11,9.818181818181818
42973,1,354.0,42,8.428571428571429
42974,1,354.0,22,16.09090909090909
42975,1,130.0,18,7.222222222222222
42976,1,37.0,9,4.111111111111111
42977,1,164.0,42,3.9047619047619047
42978,1,24.0,9,2.6666666666666665
42979,1,15.0,4,3.75
42980,1,48.0,4,12.0
42981,1,15.0,2,7.5
42982,1,18.0,4,4.5
42983,1,114.0,13,8.76923076923077
42985,1,29.0,10,2.9
42986,1,370.0,48,7.708333333333333
42987,1,23.0,7,3.2857142857142856
42988,1,29.0,6,4.833333333333333
42989,1,68.0,9,7.555555555555555
42990,1,14.0,5,2.8
42991,1,9.0,2,4.5
42992,1,24.0,7,3.4285714285714284
42993,1,354.0,45,7.866666666666666
42994,1,724.0,52,13.923076923076923
42995,1,435.0,52,8.365384615384615
42996,1,27.0,13,2.076923076923077
42997,1,13.0,3,4.333333333333333
42998,1,5.0,1,5.0
42999,1,107.0,32,3.34375
43000,1,437.0,31,14.096774193548388
43001,1,24.0,6,4.0
43002,1,6.0,2,3.0
43003,1,13.0,2,6.5
43004,1,71.0,13,5.461538461538462
43005,1,26.0,7,3.7142857142857144
43007,1,335.0,51,6.568627450980392
43008,1,104.0,8,13.0
43009,1,125.0,17,7.352941176470588
43010,1,27.0,10,2.7
43011,1,62.0,14,4.428571428571429
43012,1,19.0,4,4.75
43013,1,6.0,3,2.0
43014,1,113.0,7,16.142857142857142
43015,1,410.0,33,12.424242424242424
43017,1,55.0,10,5.5
43018,1,17.0,6,2.8333333333333335
43019,1,11.0,3,3.6666666666666665
43020,1,82.0,15,5.466666666666667
43021,1,154.0,28,5.5
43022,1,37.0,6,6.166666666666667
43023,1,14.0,7,2.0
43024,1,36.0,8,4.5
43025,1,59.0,12,4.916666666666667
43026,1,32.0,10,3.2
43027,1,538.0,59,9.11864406779661
43028,1,81.0,10,8.1
43029,1,48.0,11,4.363636363636363
43030,1,25.0,3,8.333333333333334
43032,1,35.0,10,3.5
43033,1,55.0,13,4.230769230769231
43034,1,610.0,65,9.384615384615385
43036,1,165.0,18,9.166666666666666
43037,1,19.0,7,2.7142857142857144
43038,1,52.0,10,5.2
43039,1,90.0,18,5.0
43040,1,305.0,30,10.166666666666666
43041,1,112.0,21,5.333333333333333
43043,1,11.0,4,2.75
43044,1,180.0,21,8.571428571428571
43045,1,32.0,2,16.0
43047,1,36.0,7,5.142857142857143
43048,1,161.0,23,7.0
43049,1,3.0,1,3.0
43050,1,3.0,1,3.0
43051,1,7.0,3,2.3333333333333335
43052,1,743.0,72,10.319444444444445
43053,1,30.0,5,6.0
43054,1,173.0,40,4.325
43055,1,25.0,7,3.5714285714285716
43056,1,54.0,12,4.5
43057,1,9.0,5,1.8
43058,1,131.0,19,6.894736842105263
43059,1,55.0,16,3.4375
43060,1,338.0,28,12.071428571428571
43061,1,30.0,11,2.727272727272727
43062,1,114.0,16,7.125
43063,1,43.0,15,2.8666666666666667
43065,1,36.0,13,2.769230769230769
43066,1,535.0,28,19.107142857142858
43067,1,204.0,35,5.828571428571428
43068,1,126.0,8,15.75
43069,1,47.0,6,7.833333333333333
43070,1,58.0,13,4.461538461538462
43071,1,643.0,66,9.742424242424242
43072,1,68.0,11,6.181818181818182
43073,1,11.0,4,2.75
43074,1,7.0,2,3.5
43075,1,7.0,2,3.5
43076,1,3.0,2,1.5
43078,1,44.0,11,4.0
43079,1,10.0,1,10.0
43080,1,40.0,3,13.333333333333334
43081,1,112.0,13,8.615384615384615
43082,1,26.0,9,2.888888888888889
43084,1,64.0,5,12.8
43085,1,216.0,41,5.2682926829268295
43086,1,52.0,10,5.2
43087,1,34.0,3,11.333333333333334
43088,1,65.0,18,3.611111111111111
43089,1,219.0,26,8.423076923076923
43090,1,36.0,13,2.769230769230769
43091,1,6.0,3,2.0
43092,1,670.0,55,12.181818181818182
43093,1,54.0,18,3.0
43095,1,19.0,8,2.375
43096,1,216.0,26,8.307692307692308
43097,1,75.0,11,6.818181818181818
43098,1,195.0,19,10.263157894736842
43099,1,472.0,56,8.428571428571429
43100,1,22.0,8,2.75
43101,1,255.0,48,5.3125
43102,1,303.0,20,15.15
43103,1,46.0,17,2.7058823529411766
43104,1,74.0,6,12.333333333333334
43105,1,155.0,44,3.522727272727273
43106,1,30.0,7,4.285714285714286
43107,1,200.0,31,6.451612903225806
43108,1,22.0,10,2.2
43109,1,168.0,31,5.419354838709677
43110,1,133.0,18,7.388888888888889
43111,1,70.0,8,8.75
43112,1,111.0,24,4.625
43113,1,389.0,24,16.208333333333332
43114,1,57.0,6,9.5
43115,1,86.0,15,5.733333333333333
43116,1,230.0,18,12.777777777777779
43117,1,225.0,21,10.714285714285714
43118,1,3.0,1,3.0
43119,1,20.0,6,3.3333333333333335
43120,1,46.0,9,5.111111111111111
43121,1,13.0,4,3.25
43122,1,61.0,12,5.083333333333333
43123,1,17.0,4,4.25
43124,1,323.0,24,13.458333333333334
43126,1,153.0,26,5.884615384615385
43127,1,41.0,7,5.857142857142857
43128,1,84.0,8,10.5
43129,1,54.0,12,4.5
43130,1,10.0,1,10.0
43131,1,144.0,12,12.0
43132,1,142.0,12,11.833333333333334
43133,1,677.0,54,12.537037037037036
43134,1,58.0,16,3.625
43135,1,179.0,29,6.172413793103448
43136,1,623.0,40,15.575
43137,1,99.0,22,4.5
43138,1,111.0,15,7.4
43139,1,159.0,20,7.95
43140,1,2.0,1,2.0
43141,1,22.0,6,3.6666666666666665
43142,1,43.0,2,21.5
43143,1,79.0,18,4.388888888888889
43144,1,636.0,40,15.9
43145,1,2.0,1,2.0
43146,1,26.0,10,2.6
43147,1,90.0,14,6.428571428571429
43148,1,43.0,17,2.5294117647058822
43149,1,12.0,3,4.0
43150,1,465.0,35,13.285714285714286
43151,1,619.0,46,13.456521739130435
43152,1,111.0,14,7.928571428571429
43153,1,7.0,2,3.5
43154,1,103.0,20,5.15
43155,1,69.0,12,5.75
43156,1,2.0,2,1.0
43157,1,1.0,1,1.0
43158,1,67.0,11,6.090909090909091
43159,1,30.0,6,5.0
43160,1,3.0,1,3.0
43161,1,3.0,1,3.0
43162,1,15.0,4,3.75
43163,1,54.0,7,7.714285714285714
43164,1,67.0,16,4.1875
43165,1,62.0,14,4.428571428571429
43166,1,75.0,16,4.6875
43167,1,10.0,4,2.5
43168,1,648.0,63,10.285714285714286
43169,1,1.0,1,1.0
43170,1,2.0,1,2.0
43171,1,294.0,23,12.782608695652174
43173,1,80.0,14,5.714285714285714
43174,1,56.0,12,4.666666666666667
43175,1,386.0,48,8.041666666666666
43176,1,1076.0,65,16.553846153846155
43177,1,29.0,5,5.8
43178,1,11.0,5,2.2
43179,1,150.0,15,10.0
43180,1,445.0,47,9.46808510638298
43182,1,80.0,23,3.4782608695652173
43183,1,54.0,11,4.909090909090909
43184,1,184.0,32,5.75
43185,1,38.0,11,3.4545454545454546
43186,1,17.0,2,8.5
43187,1,41.0,11,3.727272727272727
43188,1,282.0,28,10.071428571428571
43189,1,64.0,16,4.0
43190,1,60.0,15,4.0
43191,1,46.0,12,3.8333333333333335
43192,1,44.0,16,2.75
43193,1,76.0,11,6.909090909090909
43194,1,11.0,3,3.6666666666666665
43195,1,19.0,4,4.75
43196,1,273.0,37,7.378378378378378
43197,1,51.0,9,5.666666666666667
43198,1,37.0,6,6.166666666666667
43199,1,249.0,29,8.586206896551724
43200,1,17.0,6,2.8333333333333335
43202,1,6.0,1,6.0
43204,1,41.0,8,5.125
43205,1,37.0,11,3.3636363636363638
43207,1,10.0,2,5.0
43208,1,8.0,5,1.6
43209,1,80.0,7,11.428571428571429
43210,1,174.0,25,6.96
43211,1,71.0,9,7.888888888888889
43212,1,28.0,3,9.333333333333334
43213,1,70.0,12,5.833333333333333
43214,1,47.0,13,3.6153846153846154
43215,1,165.0,27,6.111111111111111
43216,1,78.0,12,6.5
43217,1,59.0,17,3.4705882352941178
43218,1,8.0,2,4.0
43219,1,214.0,22,9.727272727272727
43220,1,90.0,11,8.181818181818182
43221,1,17.0,5,3.4
43222,1,33.0,8,4.125
43223,1,70.0,17,4.117647058823529
43225,1,824.0,63,13.079365079365079
43226,1,142.0,30,4.733333333333333
43227,1,48.0,10,4.8
43228,1,1.0,1,1.0
43229,1,10.0,3,3.3333333333333335
43230,1,6.0,2,3.0
43231,1,14.0,6,2.3333333333333335
43232,1,76.0,11,6.909090909090909
43233,1,628.0,53,11.849056603773585
43234,1,122.0,15,8.133333333333333
43235,1,196.0,23,8.521739130434783
43236,1,2.0,1,2.0
43237,1,117.0,28,4.178571428571429
43239,1,103.0,22,4.681818181818182
43240,1,78.0,7,11.142857142857142
43241,1,120.0,9,13.333333333333334
43242,1,24.0,4,6.0
43243,1,81.0,8,10.125
43244,1,144.0,12,12.0
43246,1,145.0,31,4.67741935483871
43247,1,38.0,4,9.5
43248,1,116.0,16,7.25
43249,1,55.0,8,6.875
43250,1,6.0,2,3.0
43251,1,54.0,12,4.5
43252,1,5.0,3,1.6666666666666667
43253,1,66.0,8,8.25
43254,1,61.0,13,4.6923076923076925
43255,1,160.0,18,8.88888888888889
43256,1,34.0,11,3.090909090909091
43257,1,472.0,43,10.976744186046512
43258,1,1.0,1,1.0
43259,1,79.0,11,7.181818181818182
43262,1,111.0,8,13.875
43264,1,34.0,11,3.090909090909091
43265,1,3.0,1,3.0
43266,1,3.0,1,3.0
43267,1,2.0,1,2.0
43268,1,90.0,19,4.7368421052631575
43269,1,174.0,33,5.2727272727272725
43271,1,174.0,18,9.666666666666666
43272,1,292.0,39,7.487179487179487
43273,1,61.0,4,15.25
43274,1,38.0,8,4.75
43275,1,126.0,15,8.4
