uid,active_mins,dt,avg_active_mins
8732,214.0,36,5.944444444444445
8733,18.0,9,2.0
8734,220.0,36,6.111111111111111
8735,99.0,27,3.6666666666666665
8736,687.0,54,12.722222222222221
8737,33.0,15,2.2
8738,80.0,20,4.0
8739,56.0,14,4.0
8740,41.0,14,2.9285714285714284
8741,18.0,8,2.25
8742,24.0,7,3.4285714285714284
8743,39.0,15,2.6
8744,23.0,7,3.2857142857142856
8745,29.0,10,2.9
8746,60.0,21,2.857142857142857
8747,12.0,3,4.0
8748,8.0,6,1.3333333333333333
8749,53.0,9,5.888888888888889
8750,206.0,26,7.923076923076923
8751,14.0,3,4.666666666666667
8752,38.0,15,2.533333333333333
8753,81.0,17,4.764705882352941
8754,38.0,19,2.0
8755,9.0,1,9.0
8756,349.0,48,7.270833333333333
8757,13.0,5,2.6
8758,787.0,54,14.574074074074074
8759,332.0,59,5.627118644067797
8760,14.0,4,3.5
8761,764.0,52,14.692307692307692
8762,30.0,13,2.3076923076923075
8763,36.0,9,4.0
8764,109.0,22,4.954545454545454
8765,141.0,36,3.9166666666666665
8766,61.0,22,2.772727272727273
8767,549.0,31,17.70967741935484
8768,10.0,5,2.0
8769,44.0,8,5.5
8770,138.0,32,4.3125
8771,210.0,55,3.8181818181818183
8772,87.0,27,3.2222222222222223
8773,33.0,18,1.8333333333333333
8774,170.0,39,4.358974358974359
8775,64.0,31,2.064516129032258
8776,2.0,1,2.0
8777,117.0,51,2.2941176470588234
8778,4.0,1,4.0
8779,99.0,54,1.8333333333333333
8780,34.0,7,4.857142857142857
8781,2.0,1,2.0
8782,86.0,19,4.526315789473684
8783,44.0,14,3.142857142857143
8784,253.0,36,7.027777777777778
8785,12.0,4,3.0
8786,9.0,4,2.25
8787,12.0,7,1.7142857142857142
8788,53.0,18,2.9444444444444446
8789,85.0,13,6.538461538461538
8790,190.0,32,5.9375
8791,193.0,17,11.352941176470589
8792,5.0,3,1.6666666666666667
8793,23.0,5,4.6
8794,62.0,19,3.263157894736842
8795,79.0,19,4.157894736842105
8796,923.0,77,11.987012987012987
8797,217.0,37,5.864864864864865
8798,19.0,10,1.9
8799,37.0,16,2.3125
8800,186.0,16,11.625
8801,239.0,18,13.277777777777779
8802,8.0,1,8.0
8803,116.0,34,3.411764705882353
8804,21.0,9,2.3333333333333335
8805,142.0,31,4.580645161290323
8806,7.0,3,2.3333333333333335
8807,17.0,3,5.666666666666667
8808,72.0,21,3.4285714285714284
8809,22.0,14,1.5714285714285714
8810,14.0,5,2.8
8811,19.0,9,2.111111111111111
8812,3.0,1,3.0
8813,125.0,15,8.333333333333334
8814,4.0,1,4.0
8815,94.0,28,3.357142857142857
8816,311.0,49,6.346938775510204
8817,88.0,16,5.5
8818,71.0,17,4.176470588235294
8819,2.0,1,2.0
8820,258.0,11,23.454545454545453
8821,355.0,78,4.551282051282051
8822,13.0,7,1.8571428571428572
8823,86.0,34,2.5294117647058822
8824,38.0,9,4.222222222222222
8825,15.0,2,7.5
8826,12.0,3,4.0
8827,170.0,40,4.25
8828,591.0,34,17.38235294117647
8829,387.0,42,9.214285714285714
8830,51.0,16,3.1875
8831,31.0,9,3.4444444444444446
8832,50.0,21,2.380952380952381
8833,9.0,4,2.25
8834,58.0,13,4.461538461538462
8835,23.0,11,2.090909090909091
8836,39.0,9,4.333333333333333
8837,8.0,3,2.6666666666666665
8838,589.0,76,7.75
8839,12.0,8,1.5
8840,304.0,37,8.216216216216216
8841,46.0,17,2.7058823529411766
8842,11.0,4,2.75
8843,285.0,41,6.951219512195122
8844,3.0,2,1.5
8845,366.0,63,5.809523809523809
8846,37.0,3,12.333333333333334
8847,1.0,1,1.0
8848,62.0,8,7.75
8849,10.0,4,2.5
8850,53.0,12,4.416666666666667
8851,36.0,16,2.25
8852,113.0,23,4.913043478260869
8853,14.0,5,2.8
8854,24.0,9,2.6666666666666665
8855,62.0,10,6.2
8856,12.0,4,3.0
8857,270.0,41,6.585365853658536
8858,2.0,1,2.0
8859,132.0,22,6.0
8860,8.0,1,8.0
8861,43.0,18,2.388888888888889
8862,595.0,53,11.226415094339623
8863,356.0,46,7.739130434782608
8864,67.0,16,4.1875
8865,14.0,5,2.8
8866,64.0,25,2.56
8867,31.0,9,3.4444444444444446
8868,31.0,12,2.5833333333333335
8869,346.0,40,8.65
8870,9.0,2,4.5
8871,11.0,5,2.2
8872,41.0,13,3.1538461538461537
8873,79.0,10,7.9
8874,2.0,2,1.0
8875,354.0,33,10.727272727272727
8876,97.0,22,4.409090909090909
8877,35.0,12,2.9166666666666665
8878,5.0,1,5.0
8879,1.0,1,1.0
8880,76.0,23,3.3043478260869565
8881,22.0,4,5.5
8882,19.0,7,2.7142857142857144
8883,199.0,30,6.633333333333334
8884,112.0,47,2.382978723404255
8885,17.0,4,4.25
8886,10.0,5,2.0
8887,606.0,92,6.586956521739131
8888,120.0,31,3.870967741935484
8889,68.0,17,4.0
8890,56.0,18,3.111111111111111
8891,252.0,30,8.4
8892,880.0,81,10.864197530864198
8893,4.0,2,2.0
8894,307.0,52,5.903846153846154
8895,21.0,5,4.2
8896,17.0,11,1.5454545454545454
8897,39.0,17,2.2941176470588234
8898,7.0,1,7.0
8899,296.0,52,5.6923076923076925
8900,7.0,5,1.4
8901,26.0,15,1.7333333333333334
8902,28.0,6,4.666666666666667
8903,17.0,7,2.4285714285714284
8904,520.0,73,7.123287671232877
8905,219.0,18,12.166666666666666
8906,815.0,71,11.47887323943662
8907,24.0,10,2.4
8908,1379.0,90,15.322222222222223
8909,32.0,2,16.0
8910,7.0,2,3.5
8911,60.0,13,4.615384615384615
8912,272.0,38,7.157894736842105
8913,24.0,5,4.8
8914,507.0,38,13.342105263157896
8915,89.0,13,6.846153846153846
8916,436.0,85,5.129411764705883
8917,42.0,15,2.8
8918,28.0,10,2.8
8919,126.0,25,5.04
8920,264.0,38,6.947368421052632
8921,83.0,28,2.9642857142857144
8922,7.0,2,3.5
8923,13.0,7,1.8571428571428572
8924,838.0,79,10.60759493670886
8925,18.0,3,6.0
8926,9.0,4,2.25
8927,17.0,10,1.7
8928,10.0,7,1.4285714285714286
8929,13.0,5,2.6
8930,75.0,11,6.818181818181818
8931,22.0,9,2.4444444444444446
8932,61.0,12,5.083333333333333
8933,7.0,1,7.0
8934,135.0,23,5.869565217391305
8935,15.0,5,3.0
8936,224.0,54,4.148148148148148
8937,16.0,4,4.0
8938,109.0,10,10.9
8939,12.0,5,2.4
8940,84.0,37,2.27027027027027
8941,15.0,9,1.6666666666666667
8942,32.0,9,3.5555555555555554
8943,64.0,20,3.2
8945,29.0,10,2.9
8946,4.0,2,2.0
8947,90.0,16,5.625
8948,21.0,6,3.5
8949,18.0,7,2.5714285714285716
8950,3.0,1,3.0
8951,40.0,6,6.666666666666667
8952,2.0,2,1.0
8953,395.0,24,16.458333333333332
8954,28.0,6,4.666666666666667
8955,13.0,6,2.1666666666666665
8956,9.0,3,3.0
8957,98.0,32,3.0625
8958,93.0,34,2.735294117647059
8959,23.0,5,4.6
8960,32.0,8,4.0
8961,795.0,96,8.28125
8962,6.0,4,1.5
8963,47.0,16,2.9375
8964,56.0,19,2.9473684210526314
8965,44.0,13,3.3846153846153846
8966,20.0,2,10.0
8967,14.0,2,7.0
8968,69.0,14,4.928571428571429
8969,19.0,10,1.9
8970,189.0,42,4.5
8971,664.0,44,15.090909090909092
8972,28.0,14,2.0
8973,44.0,6,7.333333333333333
8974,9.0,2,4.5
8975,13.0,3,4.333333333333333
8976,5.0,2,2.5
8977,50.0,12,4.166666666666667
8978,230.0,36,6.388888888888889
8979,25.0,5,5.0
8980,7.0,4,1.75
8981,47.0,10,4.7
8982,8.0,4,2.0
8983,7.0,2,3.5
8984,103.0,9,11.444444444444445
8985,3.0,1,3.0
8986,7.0,3,2.3333333333333335
8987,9.0,4,2.25
8988,30.0,14,2.142857142857143
8989,119.0,15,7.933333333333334
8990,61.0,18,3.388888888888889
8991,13.0,4,3.25
8992,1.0,1,1.0
8993,18.0,10,1.8
8994,137.0,12,11.416666666666666
8995,10.0,4,2.5
8996,31.0,10,3.1
8997,1060.0,72,14.722222222222221
8998,21.0,5,4.2
8999,18.0,4,4.5
9000,204.0,45,4.533333333333333
9001,66.0,29,2.2758620689655173
9002,49.0,14,3.5
9003,26.0,7,3.7142857142857144
9004,177.0,27,6.555555555555555
9005,26.0,10,2.6
9006,6.0,1,6.0
9007,243.0,52,4.673076923076923
9008,31.0,3,10.333333333333334
9009,182.0,43,4.232558139534884
9010,2.0,1,2.0
9011,1.0,1,1.0
9012,506.0,65,7.7846153846153845
9013,12.0,8,1.5
9014,24.0,12,2.0
9015,326.0,40,8.15
9016,545.0,28,19.464285714285715
9017,282.0,28,10.071428571428571
9018,189.0,36,5.25
9019,2.0,1,2.0
9020,106.0,21,5.0476190476190474
9021,12.0,3,4.0
9022,60.0,20,3.0
9023,3.0,1,3.0
9024,62.0,10,6.2
9025,32.0,10,3.2
9026,403.0,38,10.605263157894736
9027,5.0,2,2.5
9028,16.0,6,2.6666666666666665
9029,4.0,3,1.3333333333333333
9030,10.0,5,2.0
9031,339.0,46,7.369565217391305
9032,8.0,1,8.0
9033,4.0,1,4.0
9034,156.0,38,4.105263157894737
9035,137.0,36,3.8055555555555554
9036,85.0,33,2.5757575757575757
9037,22.0,12,1.8333333333333333
9038,30.0,5,6.0
9039,66.0,8,8.25
9040,3.0,1,3.0
9041,57.0,19,3.0
9042,8.0,2,4.0
9043,360.0,36,10.0
9044,20.0,9,2.2222222222222223
9045,236.0,51,4.627450980392157
9046,108.0,32,3.375
9047,22.0,3,7.333333333333333
9048,50.0,2,25.0
9049,44.0,8,5.5
9050,34.0,4,8.5
9051,98.0,16,6.125
9052,225.0,29,7.758620689655173
9053,68.0,11,6.181818181818182
9054,7.0,3,2.3333333333333335
9055,7.0,2,3.5
9056,22.0,5,4.4
9057,16.0,9,1.7777777777777777
9058,1.0,1,1.0
9059,123.0,40,3.075
9060,171.0,20,8.55
9061,40.0,12,3.3333333333333335
9062,53.0,4,13.25
9063,1046.0,81,12.91358024691358
9064,105.0,13,8.076923076923077
9065,90.0,20,4.5
9066,20.0,9,2.2222222222222223
9067,71.0,17,4.176470588235294
9068,26.0,14,1.8571428571428572
9069,410.0,47,8.72340425531915
9070,61.0,23,2.652173913043478
9071,35.0,5,7.0
9072,75.0,26,2.8846153846153846
9073,133.0,26,5.115384615384615
9074,65.0,24,2.7083333333333335
9075,23.0,7,3.2857142857142856
9076,214.0,20,10.7
9077,30.0,11,2.727272727272727
9078,60.0,21,2.857142857142857
9079,86.0,25,3.44
9080,294.0,37,7.945945945945946
9081,63.0,24,2.625
9082,493.0,72,6.847222222222222
9083,1008.0,65,15.507692307692308
9084,33.0,7,4.714285714285714
9085,378.0,57,6.631578947368421
9086,71.0,18,3.9444444444444446
9087,55.0,14,3.9285714285714284
9088,6.0,3,2.0
9089,21.0,8,2.625
9090,45.0,9,5.0
9091,315.0,24,13.125
9092,328.0,52,6.3076923076923075
9094,287.0,70,4.1
9095,57.0,15,3.8
9096,756.0,83,9.108433734939759
9097,334.0,60,5.566666666666666
9098,5.0,3,1.6666666666666667
9099,20.0,3,6.666666666666667
9100,677.0,89,7.606741573033708
9101,14.0,9,1.5555555555555556
9102,732.0,75,9.76
9103,3.0,2,1.5
9104,13.0,7,1.8571428571428572
9105,4.0,3,1.3333333333333333
9106,43.0,13,3.3076923076923075
9107,21.0,7,3.0
9108,1.0,1,1.0
9109,4.0,1,4.0
9110,628.0,65,9.661538461538461
9111,26.0,7,3.7142857142857144
9112,199.0,24,8.291666666666666
9113,123.0,28,4.392857142857143
9114,62.0,20,3.1
9115,6.0,2,3.0
9116,676.0,50,13.52
9117,34.0,13,2.6153846153846154
9119,39.0,14,2.7857142857142856
9120,524.0,47,11.148936170212766
9121,22.0,9,2.4444444444444446
9122,49.0,12,4.083333333333333
9123,11.0,2,5.5
9124,107.0,40,2.675
9125,194.0,39,4.9743589743589745
9126,184.0,33,5.575757575757576
9127,44.0,13,3.3846153846153846
9128,5.0,4,1.25
9129,1.0,1,1.0
9130,31.0,10,3.1
9131,122.0,29,4.206896551724138
9132,19.0,10,1.9
9133,198.0,45,4.4
9134,13.0,7,1.8571428571428572
9135,46.0,12,3.8333333333333335
9136,5.0,3,1.6666666666666667
9137,39.0,12,3.25
9138,2.0,1,2.0
9139,21.0,7,3.0
9140,19.0,6,3.1666666666666665
9141,14.0,7,2.0
9142,177.0,49,3.6122448979591835
9143,616.0,68,9.058823529411764
9144,818.0,68,12.029411764705882
9145,11.0,5,2.2
9146,115.0,6,19.166666666666668
9147,31.0,8,3.875
9148,40.0,20,2.0
9149,10.0,4,2.5
9150,74.0,8,9.25
9151,1.0,1,1.0
9152,731.0,90,8.122222222222222
9153,2.0,2,1.0
9154,9.0,5,1.8
9155,51.0,5,10.2
9156,246.0,52,4.730769230769231
9157,2.0,1,2.0
9158,12.0,4,3.0
9159,7.0,2,3.5
9160,38.0,7,5.428571428571429
9161,102.0,22,4.636363636363637
9162,810.0,84,9.642857142857142
9163,37.0,4,9.25
9164,35.0,11,3.1818181818181817
9165,40.0,9,4.444444444444445
9166,29.0,6,4.833333333333333
9167,40.0,15,2.6666666666666665
9168,1.0,1,1.0
9169,1.0,1,1.0
9170,261.0,20,13.05
9171,339.0,45,7.533333333333333
9172,29.0,13,2.230769230769231
9173,74.0,29,2.5517241379310347
9174,142.0,29,4.896551724137931
9175,347.0,62,5.596774193548387
9176,24.0,9,2.6666666666666665
9177,9.0,3,3.0
9178,20.0,5,4.0
9179,106.0,38,2.789473684210526
9180,45.0,13,3.4615384615384617
9181,454.0,68,6.676470588235294
9182,26.0,7,3.7142857142857144
9183,439.0,42,10.452380952380953
9184,54.0,19,2.8421052631578947
9185,32.0,11,2.909090909090909
9186,90.0,21,4.285714285714286
9187,204.0,29,7.0344827586206895
9188,1.0,1,1.0
9189,20.0,4,5.0
9190,17.0,6,2.8333333333333335
9191,32.0,2,16.0
9192,5.0,4,1.25
9193,3.0,1,3.0
9194,33.0,12,2.75
9195,39.0,8,4.875
9196,14.0,5,2.8
9197,110.0,19,5.7894736842105265
9198,5.0,4,1.25
9199,57.0,20,2.85
9200,570.0,45,12.666666666666666
9201,40.0,8,5.0
9202,803.0,60,13.383333333333333
9203,6.0,3,2.0
9204,34.0,12,2.8333333333333335
9205,63.0,28,2.25
9206,31.0,2,15.5
9207,47.0,14,3.357142857142857
9208,38.0,13,2.923076923076923
9209,4.0,2,2.0
9210,85.0,34,2.5
9211,106.0,37,2.864864864864865
9212,132.0,36,3.6666666666666665
9213,55.0,11,5.0
9214,340.0,53,6.415094339622642
9215,27.0,9,3.0
9216,4.0,1,4.0
9217,61.0,11,5.545454545454546
9218,100.0,38,2.6315789473684212
9219,230.0,41,5.609756097560975
9220,16.0,8,2.0
9221,6.0,1,6.0
9222,37.0,15,2.466666666666667
9223,224.0,61,3.6721311475409837
9224,28.0,8,3.5
9225,160.0,33,4.848484848484849
9226,18.0,1,18.0
9227,4.0,2,2.0
9228,7.0,3,2.3333333333333335
9229,57.0,22,2.590909090909091
9230,230.0,28,8.214285714285714
9231,20.0,10,2.0
9232,689.0,40,17.225
9233,26.0,1,26.0
9234,25.0,9,2.7777777777777777
9235,10.0,6,1.6666666666666667
9236,19.0,11,1.7272727272727273
9237,96.0,13,7.384615384615385
9238,37.0,11,3.3636363636363638
9239,160.0,10,16.0
9240,3.0,1,3.0
9241,284.0,32,8.875
9242,21.0,7,3.0
9243,2.0,1,2.0
9244,91.0,20,4.55
9245,638.0,62,10.290322580645162
9246,5.0,1,5.0
9247,71.0,16,4.4375
9248,35.0,6,5.833333333333333
9249,80.0,11,7.2727272727272725
9250,176.0,25,7.04
9251,203.0,52,3.9038461538461537
9252,6.0,2,3.0
9253,298.0,60,4.966666666666667
9254,8.0,2,4.0
9255,348.0,56,6.214285714285714
9257,539.0,73,7.383561643835616
9258,818.0,54,15.148148148148149
9259,100.0,24,4.166666666666667
9260,236.0,20,11.8
9261,11.0,1,11.0
9262,8.0,1,8.0
9263,5.0,3,1.6666666666666667
9264,388.0,59,6.576271186440678
9265,4.0,1,4.0
9266,365.0,64,5.703125
9267,8.0,3,2.6666666666666665
9268,105.0,32,3.28125
9269,19.0,10,1.9
9270,24.0,5,4.8
9271,101.0,31,3.2580645161290325
9272,823.0,66,12.469696969696969
9273,261.0,45,5.8
9274,8.0,2,4.0
9275,22.0,6,3.6666666666666665
9276,93.0,36,2.5833333333333335
9277,220.0,43,5.116279069767442
9278,84.0,28,3.0
9279,26.0,11,2.3636363636363638
9280,2.0,2,1.0
9281,25.0,13,1.9230769230769231
9282,6.0,2,3.0
9283,70.0,26,2.6923076923076925
9284,12.0,1,12.0
9285,41.0,13,3.1538461538461537
9286,116.0,23,5.043478260869565
9287,39.0,9,4.333333333333333
9288,492.0,43,11.44186046511628
9289,104.0,34,3.0588235294117645
9290,7.0,2,3.5
9291,59.0,20,2.95
9292,30.0,10,3.0
9293,717.0,48,14.9375
9294,9.0,2,4.5
9295,339.0,27,12.555555555555555
9296,65.0,19,3.4210526315789473
9297,109.0,35,3.1142857142857143
9298,32.0,8,4.0
9299,20.0,7,2.857142857142857
9300,53.0,11,4.818181818181818
9301,388.0,65,5.969230769230769
9302,7.0,5,1.4
9303,149.0,45,3.311111111111111
9304,4.0,1,4.0
9305,184.0,15,12.266666666666667
9306,24.0,4,6.0
9307,24.0,6,4.0
9308,39.0,11,3.5454545454545454
9309,114.0,21,5.428571428571429
9310,83.0,27,3.074074074074074
9311,5.0,4,1.25
9312,39.0,16,2.4375
9313,125.0,44,2.840909090909091
9314,59.0,22,2.6818181818181817
9315,16.0,6,2.6666666666666665
9316,1.0,1,1.0
9317,20.0,5,4.0
9318,143.0,15,9.533333333333333
9319,1.0,1,1.0
9320,34.0,7,4.857142857142857
9321,27.0,5,5.4
9322,56.0,17,3.2941176470588234
9323,15.0,7,2.142857142857143
9324,6.0,1,6.0
9325,21.0,6,3.5
9326,26.0,2,13.0
9327,14.0,5,2.8
9328,254.0,31,8.193548387096774
9329,1205.0,95,12.68421052631579
9330,54.0,24,2.25
9331,5.0,2,2.5
9332,501.0,40,12.525
9333,418.0,61,6.852459016393443
9334,11.0,2,5.5
9335,13.0,1,13.0
9336,4.0,2,2.0
9337,422.0,93,4.537634408602151
9338,33.0,10,3.3
9339,4.0,2,2.0
9340,346.0,18,19.22222222222222
9341,35.0,14,2.5
9342,4.0,1,4.0
9343,28.0,6,4.666666666666667
9344,92.0,27,3.4074074074074074
9345,20.0,10,2.0
9346,441.0,80,5.5125
9347,186.0,21,8.857142857142858
9348,2.0,1,2.0
9349,178.0,16,11.125
9350,12.0,3,4.0
9351,51.0,12,4.25
9352,80.0,16,5.0
9353,12.0,2,6.0
9354,11.0,4,2.75
9355,100.0,13,7.6923076923076925
9356,43.0,14,3.0714285714285716
9357,97.0,18,5.388888888888889
9358,175.0,33,5.303030303030303
9359,91.0,26,3.5
9360,246.0,47,5.23404255319149
9361,101.0,22,4.590909090909091
9362,18.0,3,6.0
9363,106.0,31,3.4193548387096775
9364,11.0,7,1.5714285714285714
9365,5.0,2,2.5
9366,33.0,9,3.6666666666666665
9367,103.0,38,2.710526315789474
9368,104.0,13,8.0
9369,176.0,28,6.285714285714286
9370,10.0,2,5.0
9371,265.0,35,7.571428571428571
9372,42.0,12,3.5
9373,31.0,6,5.166666666666667
9374,54.0,18,3.0
9375,156.0,23,6.782608695652174
9376,33.0,12,2.75
9377,83.0,31,2.6774193548387095
9378,11.0,7,1.5714285714285714
9379,680.0,41,16.585365853658537
9380,6.0,2,3.0
9381,19.0,6,3.1666666666666665
9382,312.0,33,9.454545454545455
9383,32.0,16,2.0
9384,82.0,32,2.5625
9385,256.0,26,9.846153846153847
9386,58.0,20,2.9
9387,54.0,17,3.176470588235294
9388,63.0,21,3.0
9389,90.0,28,3.2142857142857144
9391,331.0,18,18.38888888888889
9392,82.0,14,5.857142857142857
9394,429.0,54,7.944444444444445
9395,2.0,1,2.0
9396,4.0,2,2.0
9397,412.0,44,9.363636363636363
9398,175.0,42,4.166666666666667
9399,15.0,9,1.6666666666666667
9400,148.0,33,4.484848484848484
9401,14.0,3,4.666666666666667
9402,50.0,16,3.125
9403,580.0,39,14.871794871794872
9404,98.0,29,3.3793103448275863
9405,2.0,1,2.0
9406,1.0,1,1.0
9407,34.0,16,2.125
9408,23.0,11,2.090909090909091
9409,29.0,8,3.625
9410,487.0,30,16.233333333333334
9411,15.0,6,2.5
9412,364.0,43,8.465116279069768
9413,18.0,9,2.0
9414,19.0,5,3.8
9415,122.0,24,5.083333333333333
9416,41.0,19,2.1578947368421053
9417,102.0,10,10.2
9418,249.0,76,3.276315789473684
9419,327.0,54,6.055555555555555
9420,7.0,2,3.5
9421,32.0,16,2.0
9422,43.0,20,2.15
9423,395.0,39,10.128205128205128
9424,536.0,52,10.307692307692308
9425,10.0,6,1.6666666666666667
9426,535.0,65,8.23076923076923
9427,388.0,71,5.464788732394366
9428,589.0,55,10.709090909090909
9429,15.0,7,2.142857142857143
9430,155.0,41,3.7804878048780486
9431,9.0,4,2.25
9432,81.0,22,3.6818181818181817
9433,29.0,14,2.0714285714285716
9434,3.0,2,1.5
9435,35.0,7,5.0
9436,259.0,60,4.316666666666666
9437,116.0,12,9.666666666666666
9438,58.0,18,3.2222222222222223
9439,20.0,12,1.6666666666666667
9440,17.0,3,5.666666666666667
9441,121.0,10,12.1
9442,3.0,2,1.5
9443,35.0,10,3.5
9444,21.0,7,3.0
9445,37.0,13,2.8461538461538463
9446,41.0,10,4.1
9447,379.0,57,6.649122807017544
9448,73.0,12,6.083333333333333
9449,12.0,3,4.0
9450,41.0,21,1.9523809523809523
9451,22.0,8,2.75
9452,30.0,11,2.727272727272727
9453,10.0,6,1.6666666666666667
9454,914.0,70,13.057142857142857
9455,13.0,4,3.25
9456,22.0,11,2.0
9457,150.0,24,6.25
9458,67.0,16,4.1875
9459,216.0,49,4.408163265306122
9460,37.0,7,5.285714285714286
9461,41.0,11,3.727272727272727
9462,268.0,37,7.243243243243243
9463,143.0,34,4.205882352941177
9464,114.0,15,7.6
9465,54.0,19,2.8421052631578947
9466,92.0,15,6.133333333333334
9467,43.0,16,2.6875
9468,11.0,2,5.5
9469,55.0,20,2.75
9470,344.0,46,7.478260869565218
9471,214.0,56,3.8214285714285716
9472,129.0,27,4.777777777777778
9473,61.0,28,2.1785714285714284
9474,6.0,1,6.0
9475,166.0,23,7.217391304347826
9476,110.0,26,4.230769230769231
9477,3.0,1,3.0
9478,133.0,32,4.15625
9479,46.0,9,5.111111111111111
9480,29.0,11,2.6363636363636362
9481,23.0,10,2.3
9482,8.0,4,2.0
9483,21.0,4,5.25
9484,65.0,13,5.0
9485,263.0,42,6.261904761904762
9486,421.0,37,11.378378378378379
9487,881.0,101,8.722772277227723
9488,855.0,82,10.426829268292684
9489,118.0,36,3.2777777777777777
9490,14.0,6,2.3333333333333335
9491,7.0,1,7.0
9492,20.0,7,2.857142857142857
9493,1042.0,73,14.273972602739725
9494,381.0,15,25.4
9495,127.0,27,4.703703703703703
9496,60.0,18,3.3333333333333335
9497,58.0,17,3.411764705882353
9498,25.0,11,2.272727272727273
9499,28.0,9,3.111111111111111
9500,17.0,1,17.0
9501,15.0,7,2.142857142857143
9503,280.0,25,11.2
9504,9.0,2,4.5
9505,78.0,24,3.25
9506,29.0,10,2.9
9507,65.0,9,7.222222222222222
9508,3.0,1,3.0
9509,19.0,7,2.7142857142857144
9510,61.0,26,2.3461538461538463
9511,68.0,19,3.5789473684210527
9512,28.0,11,2.5454545454545454
9513,151.0,15,10.066666666666666
9514,4.0,2,2.0
9515,559.0,70,7.985714285714286
9516,219.0,39,5.615384615384615
9517,169.0,32,5.28125
9518,218.0,38,5.7368421052631575
9519,552.0,64,8.625
9520,30.0,6,5.0
9521,7.0,2,3.5
9522,26.0,10,2.6
9523,17.0,2,8.5
9524,7.0,1,7.0
9525,29.0,2,14.5
9526,49.0,16,3.0625
9527,56.0,11,5.090909090909091
9528,81.0,9,9.0
9529,152.0,22,6.909090909090909
9530,7.0,3,2.3333333333333335
9531,10.0,5,2.0
9532,107.0,44,2.4318181818181817
9533,8.0,5,1.6
9534,133.0,18,7.388888888888889
9535,432.0,57,7.578947368421052
9536,30.0,11,2.727272727272727
9537,21.0,8,2.625
9538,9.0,4,2.25
9539,10.0,3,3.3333333333333335
9540,7.0,1,7.0
9541,120.0,12,10.0
9542,84.0,30,2.8
9543,4.0,1,4.0
9544,756.0,42,18.0
9545,8.0,1,8.0
9546,188.0,31,6.064516129032258
9547,13.0,2,6.5
9548,88.0,20,4.4
9549,32.0,10,3.2
9550,11.0,3,3.6666666666666665
9551,88.0,10,8.8
9552,746.0,60,12.433333333333334
9553,579.0,80,7.2375
9554,76.0,27,2.814814814814815
9555,15.0,7,2.142857142857143
9556,75.0,19,3.9473684210526314
9557,13.0,1,13.0
9558,7.0,2,3.5
9559,206.0,36,5.722222222222222
9560,50.0,8,6.25
9561,633.0,45,14.066666666666666
9562,737.0,73,10.095890410958905
9563,50.0,7,7.142857142857143
9564,174.0,53,3.2830188679245285
9565,12.0,6,2.0
9566,27.0,10,2.7
9567,11.0,5,2.2
9568,712.0,73,9.753424657534246
9569,35.0,12,2.9166666666666665
9570,162.0,31,5.225806451612903
9571,34.0,8,4.25
9572,76.0,24,3.1666666666666665
9573,377.0,61,6.180327868852459
9574,74.0,33,2.242424242424242
9575,798.0,55,14.50909090909091
9576,76.0,16,4.75
9577,192.0,28,6.857142857142857
9578,352.0,25,14.08
9579,30.0,9,3.3333333333333335
9580,85.0,32,2.65625
9581,64.0,29,2.206896551724138
9582,759.0,56,13.553571428571429
9583,243.0,39,6.230769230769231
9584,106.0,27,3.925925925925926
9585,22.0,3,7.333333333333333
9586,170.0,27,6.296296296296297
9587,808.0,48,16.833333333333332
9588,64.0,12,5.333333333333333
9589,37.0,9,4.111111111111111
9590,161.0,37,4.351351351351352
9591,2.0,1,2.0
9592,70.0,20,3.5
9593,103.0,24,4.291666666666667
9594,136.0,29,4.689655172413793
9595,70.0,32,2.1875
9596,70.0,7,10.0
9597,121.0,44,2.75
9598,13.0,6,2.1666666666666665
9599,21.0,4,5.25
9600,29.0,12,2.4166666666666665
9601,50.0,11,4.545454545454546
9603,629.0,47,13.382978723404255
9604,42.0,17,2.4705882352941178
9605,11.0,2,5.5
9606,16.0,4,4.0
9607,8.0,4,2.0
9608,130.0,29,4.482758620689655
9609,527.0,48,10.979166666666666
9610,3.0,2,1.5
9611,190.0,31,6.129032258064516
9612,9.0,4,2.25
9613,377.0,37,10.18918918918919
9614,646.0,46,14.043478260869565
9615,6.0,3,2.0
9616,30.0,12,2.5
9617,1145.0,67,17.08955223880597
9618,9.0,4,2.25
9619,12.0,2,6.0
9620,101.0,28,3.607142857142857
9621,16.0,7,2.2857142857142856
9622,652.0,73,8.931506849315069
9623,35.0,12,2.9166666666666665
9624,436.0,91,4.791208791208791
9625,60.0,20,3.0
9626,40.0,19,2.1052631578947367
9627,454.0,49,9.26530612244898
9628,188.0,26,7.230769230769231
9629,17.0,12,1.4166666666666667
9630,898.0,68,13.205882352941176
9631,30.0,2,15.0
9632,16.0,7,2.2857142857142856
9633,22.0,12,1.8333333333333333
9634,55.0,18,3.0555555555555554
9635,150.0,29,5.172413793103448
9636,106.0,42,2.5238095238095237
9637,298.0,31,9.612903225806452
9638,3.0,2,1.5
9639,6.0,3,2.0
9640,4.0,1,4.0
9641,142.0,39,3.641025641025641
9642,2.0,2,1.0
9643,179.0,45,3.977777777777778
9644,56.0,17,3.2941176470588234
9645,2.0,2,1.0
9646,3.0,1,3.0
9647,67.0,23,2.9130434782608696
